SUC004,Ginebra,7501234568085,Bebidas,2028-12-31,Beefeater,160.00,18
SUC004,Tequila Reposado,7501234568086,Bebidas,2028-11-15,Jose Cuervo,200.00,16
SUC005,Tequila Añejo,7501234568087,Bebidas,2028-11-15,Jose Cuervo,250.00,14
SUC005,Mezcal,7501234568088,Bebidas,2028-10-01,Monte Alban,220.00,12
SUC001,Aceite Oliva,7501234568089,Granos,2027-06-15,Bertolli,45.00,60
SUC001,Aceite Vegetal,7501234568090,Granos,2027-05-20,Capri,32.00,75
SUC002,Aceite Canola,7501234568091,Granos,2027-05-20,Capri,35.00,70
SUC002,Aceite Girasol,7501234568092,Granos,2027-05-20,Capri,33.00,68
SUC003,Arroz Basmati,7501234568093,Granos,2027-12-15,Supremo,18.00,150
SUC003,Arroz Jazmin,7501234568094,Granos,2027-12-15,Supremo,18.00,145
SUC004,Lentejas,7501234568095,Granos,2027-11-20,San Rafael,14.00,130
SUC004,Garbanzos,7501234568096,Granos,2027-10-15,San Rafael,16.00,125
SUC005,Frijoles Bayos,7501234568097,Granos,2027-09-30,San Rafael,16.00,135
SUC005,Frijoles Pintos,7501234568098,Granos,2027-09-30,San Rafael,16.00,130
SUC001,Atun En Agua,7501234568099,Enlatados,2028-01-01,Alamar,24.00,90
SUC001,Atun En Salsa,7501234568100,Enlatados,2028-01-01,Alamar,25.00,85
SUC002,Sardinas en Salsa,7501234568101,Enlatados,2028-01-15,Alamar,20.00,80
SUC002,Mackerel,7501234568102,Enlatados,2028-01-15,Alamar,22.00,75
SUC003,Conserva de Guisantes,7501234568103,Enlatados,2028-03-01,La Costeña,14.00,110
SUC003,Conserva de Zanahoria,7501234568104,Enlatados,2028-03-01,La Costeña,14.00,105
SUC004,Conserva de Champiñones,7501234568105,Enlatados,2028-03-01,La Costeña,16.00,95
SUC004,Conserva de Peras,7501234568106,Enlatados,2028-04-01,La Costeña,18.00,88
SUC005,Conserva de Duraznos,7501234568107,Enlatados,2028-04-01,La Costeña,18.00,85
SUC005,Conserva de Piña,7501234568108,Enlatados,2028-04-01,La Costeña,18.00,82
SUC001,Salsa BBQ,7501234568109,Condimentos,2027-09-30,Heinz,28.00,70
SUC001,Salsa Soja,7501234568110,Condimentos,2027-08-15,Kikkoman,22.00,65
SUC002,Salsa Pico de Gallo,7501234568111,Condimentos,2027-07-20,Herdez,18.00,80
SUC002,Salsa Verde,7501234568112,Condimentos,2027-07-20,Herdez,16.00,85
SUC003,Salsa Roja,7501234568113,Condimentos,2027-07-20,Herdez,16.00,82
SUC003,Chile Jalapeño,7501234568114,Condimentos,2027-06-15,Herdez,12.00,90
SUC004,Orégano,7501234568115,Condimentos,2027-11-30,La Costeña,15.00,100
SUC004,Comino,7501234568116,Condimentos,2027-10-15,La Costeña,18.00,95
SUC005,Canela,7501234568117,Condimentos,2027-12-15,La Costeña,20.00,88
SUC005,Clavo,7501234568118,Condimentos,2027-12-15,La Costeña,22.00,85
SUC001,Papel Aluminio,7501234568119,Limpieza,2028-12-31,Reynolds,25.00,60
SUC001,Bolsas de Basura,7501234568120,Limpieza,2028-12-31,Hefty,18.00,80
SUC002,Bolsas para Congelador,7501234568121,Limpieza,2028-12-31,Hefty,20.00,75
SUC002,Papel Cebolla,7501234568122,Limpieza,2028-12-31,Reynolds,15.00,90
SUC003,Esponjas Acero,7501234568123,Limpieza,2027-09-05,Scotch-Brite,8.00,120
SUC003,Cepillos Acero,7501234568124,Limpieza,2027-08-10,Scotch-Brite,10.00,100
SUC004,Trapeador,7501234568125,Limpieza,2027-10-20,Swiffer,45.00,40
SUC004,Recogedor,7501234568126,Limpieza,2027-10-20,Swiffer,35.00,45
SUC005,Escoba,7501234568127,Limpieza,2027-11-15,Swiffer,25.00,60
SUC005,Lavamanos,7501234568128,Limpieza,2027-09-30,Clorox,28.00,55
SUC001,Shampoo Cabello Seco,7501234568129,Cuidado Personal,2027-09-15,Pantene,32.00,65
SUC001,Shampoo Cabello Graso,7501234568130,Cuidado Personal,2027-09-15,Pantene,32.00,62
SUC002,Acondicionador Cabello Seco,7501234568131,Cuidado Personal,2027-09-15,Pantene,34.00,60
SUC002,Acondicionador Cabello Graso,7501234568132,Cuidado Personal,2027-09-15,Pantene,34.00,58
SUC003,Gel Fijador,7501234568133,Cuidado Personal,2027-10-25,Gatsby,18.00,85
SUC003,Espuma Fijadora,7501234568134,Cuidado Personal,2027-10-25,Gatsby,20.00,80
SUC004,Brillo Labial,7501234568135,Cuidado Personal,2027-11-20,Chapstick,12.00,100
SUC004,Protector Solar,7501234568136,Cuidado Personal,2027-08-15,Neutrogena,35.00,50
SUC005,Crema Facial,7501234568137,Cuidado Personal,2027-09-30,Olay,28.00,70
SUC005,Crema para Manos,7501234568138,Cuidado Personal,2027-09-30,Nivea,15.00,90
SUC001,Pasta Blanqueadora,7501234568139,Cuidado Personal,2027-10-10,Colgate,10.00,110
SUC001,Pasta con Fluoruro,7501234568140,Cuidado Personal,2027-10-10,Colgate,9.00,105
SUC002,Hilo Dental,7501234568141,Cuidado Personal,2027-12-31,Reach,8.00,120
SUC002,Enjuague Sin Alcohol,7501234568142,Cuidado Personal,2027-12-31,Listerine,35.00,55
SUC003,Toallas Faciales,7501234568143,Cuidado Personal,2027-11-15,Kleenex,12.00,130
SUC003,Papel Higienico Doble,7501234568144,Cuidado Personal,2027-12-31,Scott,25.00,100
SUC004,Toallas Femeninas,7501234568145,Cuidado Personal,2027-12-15,Always,28.00,65
SUC004,Tampones,7501234568146,Cuidado Personal,2027-12-15,Always,25.00,60
SUC005,Pañales,7501234568147,Cuidado Personal,2027-11-30,Pampers,35.00,45
SUC005,Toallitas Bebe,7501234568148,Cuidado Personal,2027-11-30,Huggies,20.00,75
