SUC003,Perfume 100ml,7501234569005,Cuidado Personal,2028-12-31,Chanel,450.00,25
SUC004,Locion 200ml,7501234569006,Cuidado Personal,2028-06-15,Adidas,85.00,40
SUC004,Gel Baño 500ml,7501234569007,Cuidado Personal,2027-09-30,Dove,18.00,100
SUC005,Jabón Tocador 3pz,7501234569008,Cuidado Personal,2027-11-10,Dove,12.00,110
SUC005,Toallas Húmedas 50pz,7501234569009,Cuidado Personal,2027-08-25,Huggies,20.00,90
SUC001,Pan Blanco 500g,7501234569100,Panadería,2026-05-20,Bimbo,8.00,250
SUC001,Pan Integral 500g,7501234569101,Panadería,2026-05-19,Bimbo,14.00,130
SUC002,Bollos 6pz,7501234569102,Panadería,2026-05-18,Bimbo,12.00,160
SUC002,Muffins 6pz,7501234569103,Panadería,2026-05-25,Bimbo,15.00,110
SUC003,Cupcakes 6pz,7501234569104,Panadería,2026-05-22,Bimbo,18.00,100
SUC003,Pan de Molde 500g,7501234569105,Panadería,2026-05-20,Bimbo,12.00,140
SUC004,Galletas Sal 200g,7501234569106,Snacks,2027-10-10,gamesa,10.00,150
SUC004,Galletas Mantequilla 200g,7501234569107,Snacks,2027-09-25,gamesa,12.00,140
SUC005,Cacahuates 100g,7501234569108,Snacks,2027-08-15,Planters,25.00,90
SUC005,Almendras 100g,7501234569109,Snacks,2027-09-01,Planters,35.00,70
SUC001,Nueces 100g,7501234569110,Snacks,2027-08-20,Planters,40.00,65
SUC001,Pasas 100g,7501234569111,Snacks,2027-10-05,Sun-Maid,18.00,100
SUC002,Arándanos Secos 100g,7501234569112,Snacks,2027-09-15,Ocean Spray,28.00,80
SUC002,Cerezas Secas 100g,7501234569113,Snacks,2027-09-10,Ocean Spray,30.00,75
SUC003,Chocolate Amargo 100g,7501234569114,Snacks,2027-11-20,Nestlé,20.00,105
SUC003,Chocolate Leche 100g,7501234569115,Snacks,2027-11-20,Nestlé,20.00,110
SUC004,Chocolate Blanco 100g,7501234569116,Snacks,2027-11-20,Nestlé,22.00,95
SUC004,Barra Granola 100g,7501234569117,Snacks,2027-10-15,Quaker,15.00,120
SUC005,Cereal Corn Flakes 500g,7501234569118,Cereales,2027-08-01,Kellogg's,25.00,90
SUC005,Cereal Froot Loops 500g,7501234569119,Cereales,2027-08-01,Kellogg's,28.00,85
SUC001,Cereal Choco Krispies 500g,7501234569120,Cereales,2027-08-01,Kellogg's,28.00,80
SUC001,Cereal All-Bran 500g,7501234569121,Cereales,2027-08-01,Kellogg's,30.00,75
SUC002,Avena 500g,7501234569122,Cereales,2027-12-15,Quaker,18.00,130
SUC002,Trigo Inflado 500g,7501234569123,Cereales,2027-10-30,Quaker,15.00,110
SUC003,Helado Vainilla 1L,7501234569124,Congelados,2026-08-01,Breyers,30.00,50
SUC003,Helado Chocolate 1L,7501234569125,Congelados,2026-08-01,Breyers,30.00,50
SUC004,Yogurth Griego 150g,7501234569126,Lacteos,2026-07-25,Yoplait,18.00,95
SUC004,Queso Crema 200g,7501234569127,Lacteos,2027-04-10,Philadelphia,28.00,70
SUC005,Crema Ácida 200ml,7501234569128,Lacteos,2027-03-15,Lala,15.00,110
SUC005,Leche Condensada 400g,7501234569129,Lacteos,2027-09-30,La Lechera,22.00,80
SUC001,Salsa BBQ 250ml,7501234569130,Condimentos,2027-09-30,Heinz,28.00,80
SUC001,Salsa Soja 250ml,7501234569131,Condimentos,2027-08-15,Kikkoman,22.00,75
SUC002,Salsa Pico de Gallo 250g,7501234569132,Condimentos,2027-07-20,Herdez,18.00,90
SUC002,Salsa Verde 250g,7501234569133,Condimentos,2027-07-20,Herdez,16.00,95
SUC003,Salsa Roja 250g,7501234569134,Condimentos,2027-07-20,Herdez,16.00,92
SUC003,Chile Jalapeño 100g,7501234569135,Condimentos,2027-06-15,Herdez,12.00,100
SUC004,Orégano 50g,7501234569136,Condimentos,2027-11-30,La Costeña,15.00,110
SUC004,Comino 50g,7501234569137,Condimentos,2027-10-15,La Costeña,18.00,105
SUC005,Canela 50g,7501234569138,Condimentos,2027-12-15,La Costeña,20.00,98
SUC005,Clavo 50g,7501234569139,Condimentos,2027-12-15,La Costeña,22.00,95
SUC001,Aceite Oliva 1L,7501234569140,Granos,2027-06-15,Bertolli,45.00,70
SUC001,Aceite Vegetal 1L,7501234569141,Granos,2027-05-20,Capri,32.00,85
SUC002,Aceite Canola 1L,7501234569142,Granos,2027-05-20,Capri,35.00,80
SUC002,Aceite Girasol 1L,7501234569143,Granos,2027-05-20,Capri,33.00,78
SUC003,Arroz Basmati 1kg,7501234569144,Granos,2027-12-15,Supremo,18.00,160
SUC003,Arroz Jazmín 1kg,7501234569145,Granos,2027-12-15,Supremo,18.00,155
SUC004,Lentejas 1kg,7501234569146,Granos,2027-11-20,San Rafael,14.00,140
SUC004,Garbanzos 1kg,7501234569147,Granos,2027-10-15,San Rafael,16.00,135
SUC005,Frijoles Bayos 1kg,7501234569148,Granos,2027-09-30,San Rafael,16.00,145
SUC005,Frijoles Pintos 1kg,7501234569149,Granos,2027-09-30,San Rafael,16.00,140
SUC001,Atún Agua 150g,7501234569150,Enlatados,2028-01-01,Alamar,24.00,95
SUC001,Atún Salsa 150g,7501234569151,Enlatados,2028-01-01,Alamar,25.00,90
SUC002,Sardinas Salsa 125g,7501234569152,Enlatados,2028-01-15,Alamar,20.00,85
SUC002,Mackerel 125g,7501234569153,Enlatados,2028-01-15,Alamar,22.00,80
SUC003,Conserva Guisantes 200g,7501234569154,Enlatados,2028-03-01,La Costeña,14.00,115
SUC003,Conserva Zanahoria 200g,7501234569155,Enlatados,2028-03-01,La Costeña,14.00,110
SUC004,Conserva Champiñones 200g,7501234569156,Enlatados,2028-03-01,La Costeña,16.00,100
SUC004,Conserva Peras 200g,7501234569157,Enlatados,2028-04-01,La Costeña,18.00,92
SUC005,Conserva Duraznos 200g,7501234569158,Enlatados,2028-04-01,La Costeña,18.00,88
SUC005,Conserva Piña 200g,7501234569159,Enlatados,2028-04-01,La Costeña,18.00,85
SUC001,Manzana Roja 1kg,7501234569160,Frutas,2026-06-10,Valle Verde,15.00,210
SUC001,Manzana Verde 1kg,7501234569161,Frutas,2026-06-10,Valle Verde,15.00,210
SUC002,Naranjas 1kg,7501234569162,Frutas,2026-06-05,Valle Verde,10.00,230
SUC002,Mandarinas 1kg,7501234569163,Frutas,2026-05-25,Valle Verde,12.00,190
SUC003,Platanos 1kg,7501234569164,Frutas,2026-05-20,Valle Verde,8.00,260
SUC003,Mangos 1kg,7501234569165,Frutas,2026-06-20,Tropical,15.00,150
SUC004,Piñas 1kg,7501234569166,Frutas,2026-06-15,Tropical,20.00,110
SUC004,Sandías 1kg,7501234569167,Frutas,2026-05-30,Tropical,25.00,90
SUC005,Uvas 1kg,7501234569168,Frutas,2026-06-05,Tropical,18.00,130
SUC005,Fresas 1kg,7501234569169,Frutas,2026-05-20,Tropical,12.00,170
SUC001,Papa 1kg,7501234569170,Verduras,2026-07-01,Valle Verde,8.00,310
SUC001,Zanahoria 1kg,7501234569171,Verduras,2026-06-15,Valle Verde,10.00,260
SUC002,Lechuga 1pz,7501234569172,Verduras,2026-05-25,Valle Verde,12.00,210
SUC002,Tomate 1kg,7501234569173,Verduras,2026-05-30,Valle Verde,10.00,240
SUC003,Pimiento 1kg,7501234569174,Verduras,2026-06-05,Valle Verde,15.00,180
SUC003,Calabacín 1kg,7501234569175,Verduras,2026-06-10,Valle Verde,12.00,190
SUC004,Cebolla 1kg,7501234569176,Verduras,2026-06-20,Valle Verde,8.00,290
SUC004,Cebollín 1kg,7501234569177,Verduras,2026-06-08,Valle Verde,10.00,230
SUC005,Ajo 500g,7501234569178,Verduras,2026-07-15,Valle Verde,12.00,200
SUC005,Jengibre 500g,7501234569179,Verduras,2026-06-25,Valle Verde,15.00,160
SUC001,Bistec 1kg,7501234569180,Cárnicos,2026-06-01,Swift,65.00,65
SUC001,Chuletas 1kg,7501234569181,Cárnicos,2026-06-03,Swift,75.00,55
SUC002,Pollo Entero 2kg,7501234569182,Cárnicos,2026-06-05,San Fernando,45.00,75
SUC002,Pechugas 1kg,7501234569183,Cárnicos,2026-06-04,San Fernando,55.00,70
SUC003,Costillas 1kg,7501234569184,Cárnicos,2026-06-02,Swift,85.00,48
SUC003,Lomo 1kg,7501234569185,Cárnicos,2026-06-01,Swift,95.00,42
SUC004,Pescado 1kg,7501234569186,Mariscos,2026-06-03,SeaBass,65.00,38
SUC004,Camarones 500g,7501234569187,Mariscos,2026-06-02,SeaBass,85.00,30
SUC005,Pulpo 500g,7501234569188,Mariscos,2026-06-01,SeaBass,120.00,24
SUC005,Calamares 500g,7501234569189,Mariscos,2026-06-02,SeaBass,95.00,27
SUC001,Detergente 1kg,7501234569190,Limpieza,2027-11-30,Ariel,32.00,75
SUC001,Limpiavidrios 500ml,7501234569191,Limpieza,2028-02-15,Windex,20.00,60
SUC002,Brilladora 500ml,7501234569192,Limpieza,2027-12-15,Pledge,25.00,65
SUC002,Cloro 1L,7501234569193,Limpieza,2028-01-01,Cloralex,15.00,130
SUC003,Papel Toalla 2 rollos,7501234569194,Limpieza,2028-03-15,Scott,18.00,150
SUC003,Esfregadera 1pz,7501234569195,Limpieza,2027-10-10,Scotch-Brite,10.00,95
SUC004,Cepillo Limpiador 1pz,7501234569196,Limpieza,2028-04-20,Scotch-Brite,12.00,85
SUC004,Esponja 3pz,7501234569197,Limpieza,2027-09-05,Scotch-Brite,5.00,170
SUC005,Desinfectante 1L,7501234569198,Limpieza,2028-05-10,Lysol,28.00,70
SUC005,Jabón Manos 250ml,7501234569199,Limpieza,2027-11-20,Softsoap,15.00,105
SUC001,Shampoo Anticaspa 400ml,7501234569200,Cuidado Personal,2027-09-15,Head & Shoulders,35.00,85
SUC001,Shampoo Niños 400ml,7501234569201,Cuidado Personal,2027-08-20,Johnson's,28.00,100
SUC002,Enjuague Bucal 500ml,7501234569202,Cuidado Personal,2027-12-10,Listerine,32.00,75
SUC002,Crema Dental 100ml,7501234569203,Cuidado Personal,2027-11-05,Colgate,9.00,125
SUC003,Desodorante 150ml,7501234569204,Cuidado Personal,2027-10-25,Old Spice,25.00,90
SUC003,Perfume 100ml,7501234569205,Cuidado Personal,2028-12-31,Chanel,450.00,28
SUC004,Locion 200ml,7501234569206,Cuidado Personal,2028-06-15,Adidas,85.00,45
SUC004,Gel Baño 500ml,7501234569207,Cuidado Personal,2027-09-30,Dove,18.00,105
SUC005,Jabón Tocador 3pz,7501234569208,Cuidado Personal,2027-11-10,Dove,12.00,115
SUC005,Toallas Húmedas 50pz,7501234569209,Cuidado Personal,2027-08-25,Huggies,20.00,95
SUC001,Pan Blanco 500g,7501234569210,Panadería,2026-05-20,Bimbo,8.00,260
SUC001,Pan Integral 500g,7501234569211,Panadería,2026-05-19,Bimbo,14.00,140
SUC002,Bollos 6pz,7501234569212,Panadería,2026-05-18,Bimbo,12.00,170
SUC002,Muffins 6pz,7501234569213,Panadería,2026-05-25,Bimbo,15.00,120
SUC003,Cupcakes 6pz,7501234569214,Panadería,2026-05-22,Bimbo,18.00,110
SUC003,Pan de Molde 500g,7501234569215,Panadería,2026-05-20,Bimbo,12.00,150
SUC004,Galletas Sal 200g,7501234569216,Snacks,2027-10-10,gamesa,10.00,160
SUC004,Galletas Mantequilla 200g,7501234569217,Snacks,2027-09-25,gamesa,12.00,150
SUC005,Cacahuates 100g,7501234569218,Snacks,2027-08-15,Planters,25.00,95
SUC005,Almendras 100g,7501234569219,Snacks,2027-09-01,Planters,35.00,75
SUC001,Nueces 100g,7501234569220,Snacks,2027-08-20,Planters,40.00,70
SUC001,Pasas 100g,7501234569221,Snacks,2027-10-05,Sun-Maid,18.00,105
SUC002,Arándanos Secos 100g,7501234569222,Snacks,2027-09-15,Ocean Spray,28.00,85
SUC002,Cerezas Secas 100g,7501234569223,Snacks,2027-09-10,Ocean Spray,30.00,80
SUC003,Chocolate Amargo 100g,7501234569224,Snacks,2027-11-20,Nestlé,20.00,110
SUC003,Chocolate Leche 100g,7501234569225,Snacks,2027-11-20,Nestlé,20.00,115
SUC004,Chocolate Blanco 100g,7501234569226,Snacks,2027-11-20,Nestlé,22.00,100
SUC004,Barra Granola 100g,7501234569227,Snacks,2027-10-15,Quaker,15.00,125
SUC005,Cereal Corn Flakes 500g,7501234569228,Cereales,2027-08-01,Kellogg's,25.00,95
SUC005,Cereal Froot Loops 500g,7501234569229,Cereales,2027-08-01,Kellogg's,28.00,90
SUC001,Cereal Choco Krispies 500g,7501234569230,Cereales,2027-08-01,Kellogg's,28.00,85
SUC001,Cereal All-Bran 500g,7501234569231,Cereales,2027-08-01,Kellogg's,30.00,80
SUC002,Avena 500g,7501234569232,Cereales,2027-12-15,Quaker,18.00,135
SUC002,Trigo Inflado 500g,7501234569233,Cereales,2027-10-30,Quaker,15.00,115
SUC003,Helado Vainilla 1L,7501234569234,Congelados,2026-08-01,Breyers,30.00,55
SUC003,Helado Chocolate 1L,7501234569235,Congelados,2026-08-01,Breyers,30.00,55
SUC004,Yogurth Griego 150g,7501234569236,Lacteos,2026-07-25,Yoplait,18.00,100
SUC004,Queso Crema 200g,7501234569237,Lacteos,2027-04-10,Philadelphia,28.00,75
SUC005,Crema Ácida 200ml,7501234569238,Lacteos,2027-03-15,Lala,15.00,115
SUC005,Leche Condensada 400g,7501234569239,Lacteos,2027-09-30,La Lechera,22.00,85
SUC001,Salsa BBQ 250ml,7501234569240,Condimentos,2027-09-30,Heinz,28.00,85
SUC001,Salsa Soja 250ml,7501234569241,Condimentos,2027-08-15,Kikkoman,22.00,80
SUC002,Salsa Pico de Gallo 250g,7501234569242,Condimentos,2027-07-20,Herdez,18.00,95
SUC002,Salsa Verde 250g,7501234569243,Condimentos,2027-07-20,Herdez,16.00,100
SUC003,Salsa Roja 250g,7501234569244,Condimentos,2027-07-20,Herdez,16.00,97
SUC003,Chile Jalapeño 100g,7501234569245,Condimentos,2027-06-15,Herdez,12.00,105
SUC004,Orégano 50g,7501234569246,Condimentos,2027-11-30,La Costeña,15.00,115
SUC004,Comino 50g,7501234569247,Condimentos,2027-10-15,La Costeña,18.00,110
SUC005,Canela 50g,7501234569248,Condimentos,2027-12-15,La Costeña,20.00,102
SUC005,Clavo 50g,7501234569249,Condimentos,2027-12-15,La Costeña,22.00,100
